issue_id,severity,issue_type,message,source_ref,entity_type,entity_key,employee_id,holder_name,store_code,quantity,serial_count
ISSUE-00001,REVIEW,MISSING_STORE_MASTER,Store VN22 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=25,location,VN22,,,,,
ISSUE-00002,REVIEW,MISSING_STORE_MASTER,Store VA19 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=28 | Audit 2026 device/Data store/Audit/VA19.xlsx | Asset management/Store/Details/VA19.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=244 | Asset management/Store/Dashboard.xlsx#All Stores!row=245 | Asset management/Store/Dashboard.xlsx#All Stores!row=246 | Asset management/Store/Dashboard.xlsx#All Stores!row=247 | Asset management/Store/Dashboard.xlsx#All Stores!row=248 | Asset management/Store/Dashboard.xlsx#All Stores!row=249 | Asset management/Store/Dashboard.xlsx#All Stores!row=250 | Asset management/Store/Dashboard.xlsx#All Stores!row=251 | Asset management/Store/Dashboard.xlsx#All Stores!row=252 | Asset management/Store/Dashboard.xlsx#All Stores!row=253 | Asset management/Store/Dashboard.xlsx#All Stores!row=254 | Asset management/Store/Dashboard.xlsx#All Stores!row=255 | Asset management/Store/Dashboard.xlsx#All Stores!row=256 | Asset management/Store/Dashboard.xlsx#All Stores!row=257 | Asset management/Store/Dashboard.xlsx#All Stores!row=258 | Asset management/Store/Dashboard.xlsx#All Stores!row=259 | Asset management/Store/Dashboard.xlsx#All Stores!row=260,location,VA19,,,,,
ISSUE-00003,REVIEW,MISSING_STORE_MASTER,Store VN28 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=29 | Audit 2026 device/Data store/Audit/VN28.xlsx | Asset management/Store/Details/VN28.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=418 | Asset management/Store/Dashboard.xlsx#All Stores!row=419 | Asset management/Store/Dashboard.xlsx#All Stores!row=420 | Asset management/Store/Dashboard.xlsx#All Stores!row=421 | Asset management/Store/Dashboard.xlsx#All Stores!row=422 | Asset management/Store/Dashboard.xlsx#All Stores!row=423 | Asset management/Store/Dashboard.xlsx#All Stores!row=424 | Asset management/Store/Dashboard.xlsx#All Stores!row=425 | Asset management/Store/Dashboard.xlsx#All Stores!row=426 | Asset management/Store/Dashboard.xlsx#All Stores!row=427 | Asset management/Store/Dashboard.xlsx#All Stores!row=428 | Asset management/Store/Dashboard.xlsx#All Stores!row=429 | Asset management/Store/Dashboard.xlsx#All Stores!row=430 | Asset management/Store/Dashboard.xlsx#All Stores!row=431 | Asset management/Store/Dashboard.xlsx#All Stores!row=432 | Asset management/Store/Dashboard.xlsx#All Stores!row=433 | Asset management/Store/Dashboard.xlsx#All Stores!row=434,location,VN28,,,,,
ISSUE-00004,REVIEW,MISSING_STORE_MASTER,Store VH01 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=30 | Audit 2026 device/Data store/Audit/VH01.xlsx | Asset management/Store/Details/VH01.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=291 | Asset management/Store/Dashboard.xlsx#All Stores!row=292 | Asset management/Store/Dashboard.xlsx#All Stores!row=293 | Asset management/Store/Dashboard.xlsx#All Stores!row=294 | Asset management/Store/Dashboard.xlsx#All Stores!row=295 | Asset management/Store/Dashboard.xlsx#All Stores!row=296 | Asset management/Store/Dashboard.xlsx#All Stores!row=297 | Asset management/Store/Dashboard.xlsx#All Stores!row=298 | Asset management/Store/Dashboard.xlsx#All Stores!row=299 | Asset management/Store/Dashboard.xlsx#All Stores!row=300 | Asset management/Store/Dashboard.xlsx#All Stores!row=301 | Asset management/Store/Dashboard.xlsx#All Stores!row=302 | Asset management/Store/Dashboard.xlsx#All Stores!row=303 | Asset management/Store/Dashboard.xlsx#All Stores!row=304 | Asset management/Store/Dashboard.xlsx#All Stores!row=305,location,VH01,,,,,
ISSUE-00005,REVIEW,MISSING_STORE_MASTER,Store VO03 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=31,location,VO03,,,,,
ISSUE-00006,REVIEW,MISSING_STORE_MASTER,Store A001 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=32 | Audit 2026 device/Data store/Audit/A001.xlsx | Asset management/Store/Details/A001.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=2 | Asset management/Store/Dashboard.xlsx#All Stores!row=3 | Asset management/Store/Dashboard.xlsx#All Stores!row=4 | Asset management/Store/Dashboard.xlsx#All Stores!row=5 | Asset management/Store/Dashboard.xlsx#All Stores!row=6 | Asset management/Store/Dashboard.xlsx#All Stores!row=7 | Asset management/Store/Dashboard.xlsx#All Stores!row=8 | Asset management/Store/Dashboard.xlsx#All Stores!row=9 | Asset management/Store/Dashboard.xlsx#All Stores!row=10 | Asset management/Store/Dashboard.xlsx#All Stores!row=11 | Asset management/Store/Dashboard.xlsx#All Stores!row=12 | Asset management/Store/Dashboard.xlsx#All Stores!row=13 | Asset management/Store/Dashboard.xlsx#All Stores!row=14 | Asset management/Store/Dashboard.xlsx#All Stores!row=15 | Asset management/Store/Dashboard.xlsx#All Stores!row=16,location,A001,,,,,
ISSUE-00007,REVIEW,MISSING_STORE_MASTER,Store A002 has no reliable store name/master row,Audit 2026 device/Data store/Firewall Serial Number.xlsx#Sheet1!row=33 | Audit 2026 device/Data store/Audit/A002.xlsx | Asset management/Store/Details/A002.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=17 | Asset management/Store/Dashboard.xlsx#All Stores!row=18 | Asset management/Store/Dashboard.xlsx#All Stores!row=19 | Asset management/Store/Dashboard.xlsx#All Stores!row=20 | Asset management/Store/Dashboard.xlsx#All Stores!row=21 | Asset management/Store/Dashboard.xlsx#All Stores!row=22 | Asset management/Store/Dashboard.xlsx#All Stores!row=23 | Asset management/Store/Dashboard.xlsx#All Stores!row=24 | Asset management/Store/Dashboard.xlsx#All Stores!row=25 | Asset management/Store/Dashboard.xlsx#All Stores!row=26 | Asset management/Store/Dashboard.xlsx#All Stores!row=27 | Asset management/Store/Dashboard.xlsx#All Stores!row=28 | Asset management/Store/Dashboard.xlsx#All Stores!row=29 | Asset management/Store/Dashboard.xlsx#All Stores!row=30,location,A002,,,,,
ISSUE-00008,REVIEW,MISSING_STORE_MASTER,Store A003 has no reliable store name/master row,Audit 2026 device/Data store/Audit/A003.xlsx | Asset management/Store/Details/A003.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=547 | Asset management/Store/Dashboard.xlsx#All Stores!row=548 | Asset management/Store/Dashboard.xlsx#All Stores!row=549 | Asset management/Store/Dashboard.xlsx#All Stores!row=550 | Asset management/Store/Dashboard.xlsx#All Stores!row=551 | Asset management/Store/Dashboard.xlsx#All Stores!row=552 | Asset management/Store/Dashboard.xlsx#All Stores!row=553 | Asset management/Store/Dashboard.xlsx#All Stores!row=554 | Asset management/Store/Dashboard.xlsx#All Stores!row=555 | Asset management/Store/Dashboard.xlsx#All Stores!row=556 | Asset management/Store/Dashboard.xlsx#All Stores!row=557 | Asset management/Store/Dashboard.xlsx#All Stores!row=558 | Asset management/Store/Dashboard.xlsx#All Stores!row=559 | Asset management/Store/Dashboard.xlsx#All Stores!row=560 | Asset management/Store/Dashboard.xlsx#All Stores!row=561,location,A003,,,,,
ISSUE-00009,REVIEW,MISSING_STORE_MASTER,Store V003 has no reliable store name/master row,Audit 2026 device/Data store/Audit/V003.xlsx | Asset management/Store/Details/V003.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=31 | Asset management/Store/Dashboard.xlsx#All Stores!row=32 | Asset management/Store/Dashboard.xlsx#All Stores!row=33 | Asset management/Store/Dashboard.xlsx#All Stores!row=34 | Asset management/Store/Dashboard.xlsx#All Stores!row=35 | Asset management/Store/Dashboard.xlsx#All Stores!row=36 | Asset management/Store/Dashboard.xlsx#All Stores!row=37 | Asset management/Store/Dashboard.xlsx#All Stores!row=38 | Asset management/Store/Dashboard.xlsx#All Stores!row=39 | Asset management/Store/Dashboard.xlsx#All Stores!row=40 | Asset management/Store/Dashboard.xlsx#All Stores!row=41 | Asset management/Store/Dashboard.xlsx#All Stores!row=42 | Asset management/Store/Dashboard.xlsx#All Stores!row=43 | Asset management/Store/Dashboard.xlsx#All Stores!row=44 | Asset management/Store/Dashboard.xlsx#All Stores!row=45 | Asset management/Store/Dashboard.xlsx#All Stores!row=46 | Asset management/Store/Dashboard.xlsx#All Stores!row=47 | Asset management/Store/Dashboard.xlsx#All Stores!row=48 | Asset management/Store/Dashboard.xlsx#All Stores!row=49 | Asset management/Store/Dashboard.xlsx#All Stores!row=50 | Asset management/Store/Dashboard.xlsx#All Stores!row=51 | Asset management/Store/Dashboard.xlsx#All Stores!row=52,location,V003,,,,,
ISSUE-00010,REVIEW,MISSING_STORE_MASTER,Store VA18 has no reliable store name/master row,Audit 2026 device/Data store/Audit/VA18.xlsx | Asset management/Store/Details/VA18.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=533 | Asset management/Store/Dashboard.xlsx#All Stores!row=534 | Asset management/Store/Dashboard.xlsx#All Stores!row=535 | Asset management/Store/Dashboard.xlsx#All Stores!row=536 | Asset management/Store/Dashboard.xlsx#All Stores!row=537 | Asset management/Store/Dashboard.xlsx#All Stores!row=538 | Asset management/Store/Dashboard.xlsx#All Stores!row=539 | Asset management/Store/Dashboard.xlsx#All Stores!row=540 | Asset management/Store/Dashboard.xlsx#All Stores!row=541 | Asset management/Store/Dashboard.xlsx#All Stores!row=542 | Asset management/Store/Dashboard.xlsx#All Stores!row=543 | Asset management/Store/Dashboard.xlsx#All Stores!row=544 | Asset management/Store/Dashboard.xlsx#All Stores!row=545 | Asset management/Store/Dashboard.xlsx#All Stores!row=546,location,VA18,,,,,
ISSUE-00011,REVIEW,MISSING_STORE_MASTER,Store VA24 has no reliable store name/master row,Audit 2026 device/Data store/Audit/VA24.xlsx | Asset management/Store/Details/VA24.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=514 | Asset management/Store/Dashboard.xlsx#All Stores!row=515 | Asset management/Store/Dashboard.xlsx#All Stores!row=516 | Asset management/Store/Dashboard.xlsx#All Stores!row=517 | Asset management/Store/Dashboard.xlsx#All Stores!row=518 | Asset management/Store/Dashboard.xlsx#All Stores!row=519 | Asset management/Store/Dashboard.xlsx#All Stores!row=520 | Asset management/Store/Dashboard.xlsx#All Stores!row=521 | Asset management/Store/Dashboard.xlsx#All Stores!row=522 | Asset management/Store/Dashboard.xlsx#All Stores!row=523 | Asset management/Store/Dashboard.xlsx#All Stores!row=524 | Asset management/Store/Dashboard.xlsx#All Stores!row=525 | Asset management/Store/Dashboard.xlsx#All Stores!row=526 | Asset management/Store/Dashboard.xlsx#All Stores!row=527 | Asset management/Store/Dashboard.xlsx#All Stores!row=528 | Asset management/Store/Dashboard.xlsx#All Stores!row=529 | Asset management/Store/Dashboard.xlsx#All Stores!row=530 | Asset management/Store/Dashboard.xlsx#All Stores!row=531 | Asset management/Store/Dashboard.xlsx#All Stores!row=532,location,VA24,,,,,
ISSUE-00012,REVIEW,MISSING_STORE_MASTER,Store VH03 has no reliable store name/master row,Audit 2026 device/Data store/Audit/VH03.xlsx | Asset management/Store/Details/VH03.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=492 | Asset management/Store/Dashboard.xlsx#All Stores!row=493 | Asset management/Store/Dashboard.xlsx#All Stores!row=494 | Asset management/Store/Dashboard.xlsx#All Stores!row=495 | Asset management/Store/Dashboard.xlsx#All Stores!row=496 | Asset management/Store/Dashboard.xlsx#All Stores!row=497 | Asset management/Store/Dashboard.xlsx#All Stores!row=498 | Asset management/Store/Dashboard.xlsx#All Stores!row=499 | Asset management/Store/Dashboard.xlsx#All Stores!row=500 | Asset management/Store/Dashboard.xlsx#All Stores!row=501 | Asset management/Store/Dashboard.xlsx#All Stores!row=502 | Asset management/Store/Dashboard.xlsx#All Stores!row=503 | Asset management/Store/Dashboard.xlsx#All Stores!row=504 | Asset management/Store/Dashboard.xlsx#All Stores!row=505 | Asset management/Store/Dashboard.xlsx#All Stores!row=506 | Asset management/Store/Dashboard.xlsx#All Stores!row=507 | Asset management/Store/Dashboard.xlsx#All Stores!row=508 | Asset management/Store/Dashboard.xlsx#All Stores!row=509 | Asset management/Store/Dashboard.xlsx#All Stores!row=510 | Asset management/Store/Dashboard.xlsx#All Stores!row=511 | Asset management/Store/Dashboard.xlsx#All Stores!row=512 | Asset management/Store/Dashboard.xlsx#All Stores!row=513,location,VH03,,,,,
ISSUE-00013,REVIEW,MISSING_STORE_MASTER,Store VO04 has no reliable store name/master row,Audit 2026 device/Data store/Audit/VO04.xlsx | Asset management/Store/Details/VO04.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=562 | Asset management/Store/Dashboard.xlsx#All Stores!row=563 | Asset management/Store/Dashboard.xlsx#All Stores!row=564 | Asset management/Store/Dashboard.xlsx#All Stores!row=565 | Asset management/Store/Dashboard.xlsx#All Stores!row=566 | Asset management/Store/Dashboard.xlsx#All Stores!row=567 | Asset management/Store/Dashboard.xlsx#All Stores!row=568 | Asset management/Store/Dashboard.xlsx#All Stores!row=569 | Asset management/Store/Dashboard.xlsx#All Stores!row=570 | Asset management/Store/Dashboard.xlsx#All Stores!row=571 | Asset management/Store/Dashboard.xlsx#All Stores!row=572 | Asset management/Store/Dashboard.xlsx#All Stores!row=573 | Asset management/Store/Dashboard.xlsx#All Stores!row=574 | Asset management/Store/Dashboard.xlsx#All Stores!row=575 | Asset management/Store/Dashboard.xlsx#All Stores!row=576 | Asset management/Store/Dashboard.xlsx#All Stores!row=577 | Asset management/Store/Dashboard.xlsx#All Stores!row=578 | Asset management/Store/Dashboard.xlsx#All Stores!row=579 | Asset management/Store/Dashboard.xlsx#All Stores!row=580 | Asset management/Store/Dashboard.xlsx#All Stores!row=581 | Asset management/Store/Dashboard.xlsx#All Stores!row=582 | Asset management/Store/Dashboard.xlsx#All Stores!row=583 | Asset management/Store/Dashboard.xlsx#All Stores!row=584 | Asset management/Store/Dashboard.xlsx#All Stores!row=585 | Asset management/Store/Dashboard.xlsx#All Stores!row=586 | Asset management/Store/Dashboard.xlsx#All Stores!row=587 | Asset management/Store/Dashboard.xlsx#All Stores!row=588 | Asset management/Store/Dashboard.xlsx#All Stores!row=589 | Asset management/Store/Dashboard.xlsx#All Stores!row=590 | Asset management/Store/Dashboard.xlsx#All Stores!row=591 | Asset management/Store/Dashboard.xlsx#All Stores!row=592 | Asset management/Store/Dashboard.xlsx#All Stores!row=593 | Asset management/Store/Dashboard.xlsx#All Stores!row=594,location,VO04,,,,,
ISSUE-00014,REVIEW,MISSING_STORE_MASTER,Store VO05 has no reliable store name/master row,Audit 2026 device/Data store/Audit/VO05.xlsx | Asset management/Store/Details/VO05.xlsx | Asset management/Store/Dashboard.xlsx#All Stores!row=595 | Asset management/Store/Dashboard.xlsx#All Stores!row=596 | Asset management/Store/Dashboard.xlsx#All Stores!row=597 | Asset management/Store/Dashboard.xlsx#All Stores!row=598 | Asset management/Store/Dashboard.xlsx#All Stores!row=599 | Asset management/Store/Dashboard.xlsx#All Stores!row=600 | Asset management/Store/Dashboard.xlsx#All Stores!row=601 | Asset management/Store/Dashboard.xlsx#All Stores!row=602 | Asset management/Store/Dashboard.xlsx#All Stores!row=603 | Asset management/Store/Dashboard.xlsx#All Stores!row=604 | Asset management/Store/Dashboard.xlsx#All Stores!row=605 | Asset management/Store/Dashboard.xlsx#All Stores!row=606 | Asset management/Store/Dashboard.xlsx#All Stores!row=607 | Asset management/Store/Dashboard.xlsx#All Stores!row=608 | Asset management/Store/Dashboard.xlsx#All Stores!row=609 | Asset management/Store/Dashboard.xlsx#All Stores!row=610 | Asset management/Store/Dashboard.xlsx#All Stores!row=611 | Asset management/Store/Dashboard.xlsx#All Stores!row=612 | Asset management/Store/Dashboard.xlsx#All Stores!row=613 | Asset management/Store/Dashboard.xlsx#All Stores!row=614 | Asset management/Store/Dashboard.xlsx#All Stores!row=615 | Asset management/Store/Dashboard.xlsx#All Stores!row=616 | Asset management/Store/Dashboard.xlsx#All Stores!row=617 | Asset management/Store/Dashboard.xlsx#All Stores!row=618 | Asset management/Store/Dashboard.xlsx#All Stores!row=619 | Asset management/Store/Dashboard.xlsx#All Stores!row=620 | Asset management/Store/Dashboard.xlsx#All Stores!row=621 | Asset management/Store/Dashboard.xlsx#All Stores!row=622 | Asset management/Store/Dashboard.xlsx#All Stores!row=623 | Asset management/Store/Dashboard.xlsx#All Stores!row=624 | Asset management/Store/Dashboard.xlsx#All Stores!row=625 | Asset management/Store/Dashboard.xlsx#All Stores!row=626 | Asset management/Store/Dashboard.xlsx#All Stores!row=627 | Asset management/Store/Dashboard.xlsx#All Stores!row=628 | Asset management/Store/Dashboard.xlsx#All Stores!row=629 | Asset management/Store/Dashboard.xlsx#All Stores!row=630 | Asset management/Store/Dashboard.xlsx#All Stores!row=631 | Asset management/Store/Dashboard.xlsx#All Stores!row=632 | Asset management/Store/Dashboard.xlsx#All Stores!row=633,location,VO05,,,,,
ISSUE-00015,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id MAP-FASHION not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=6,asset,22VN00000005,MAP-FASHION,,,,
ISSUE-00016,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 26028928 not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=8,asset,22VN00000007,26028928,Vu Anh Thu,,,
ISSUE-00017,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id MAP-FASHION not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=11,asset,22VN00000010,MAP-FASHION,,,,
ISSUE-00018,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id MAP-FASHION not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=18,asset,22VN00000017,MAP-FASHION,,,,
ISSUE-00019,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id MAP-FASHION not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=20,asset,22VN00000019,MAP-FASHION,,,,
ISSUE-00020,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id VA04 not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=43,asset,22VN00000043,VA04,,,,
ISSUE-00021,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 25019544 not in employee master,Asset management/Office/Office assets.xlsx#Sheet1!row=45,asset,22VN00000045,25019544,Bui Ngoc Mai,,,
ISSUE-00022,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 26028928 not in employee master,Audit 2026 device/Office assets.xlsx#Asset!row=6,asset,22VN00000007,26028928,Vu Anh Thu,,,
ISSUE-00023,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 24011698 not in employee master,Audit 2026 device/Office assets.xlsx#Asset!row=10,asset,22VN00000011,24011698,Nguyen Bao Ngoc,,,
ISSUE-00024,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 25019544 not in employee master,Audit 2026 device/Office assets.xlsx#Asset!row=43,asset,22VN00000045,25019544,Bui Ngoc Mai,,,
ISSUE-00025,REVIEW,ASSET_KEY_CONFLICT,Asset key AID:22VN00000047 received two serial numbers,Audit 2026 device/Office assets.xlsx#Asset!row=46,asset,AID:22VN00000047,,,,,
ISSUE-00026,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 23026889 not in employee master,Audit 2026 device/Office assets.xlsx#Asset!row=64,asset,22VN00000067,23026889,Le Ngoc Bao Minh,,,
ISSUE-00027,REVIEW,UNKNOWN_EMPLOYEE_REFERENCE,Office asset references Employee Id 26028050 not in employee master,Audit 2026 device/Office assets.xlsx#Asset!row=71,asset,22VN00000074,26028050,Nguyen Thanh Hai,,,
ISSUE-00028,REVIEW,DUPLICATE_SERIAL_CROSS_LOCATION,Same physical key observed at VA04 and HCM,Audit 2026 device/Office assets.xlsx#Asset!row=102,asset,AID:22VN00000029,,,,,
ISSUE-00029,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/A001.xlsx#A001!row=3,asset,STORE:A001:3:1,,,A001,1,
ISSUE-00030,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/A001.xlsx#A001!row=4,asset,STORE:A001:4:1,,,A001,1,
ISSUE-00031,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=3,asset,STORE:A003:3:1,,,A003,1,
ISSUE-00032,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/A003.xlsx#A003 ASICS GOLD COAST!row=4,asset,STORE:A003:4:1,,,A003,1,
ISSUE-00033,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=2,asset,STORE:V003:2:2,,,V003,2,
ISSUE-00034,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=5,asset,STORE:V003:5:2,,,V003,3,
ISSUE-00035,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=5,asset,STORE:V003:5:3,,,V003,3,
ISSUE-00036,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=6,asset,STORE:V003:6:1,,,V003,1,
ISSUE-00037,REVIEW,MISSING_SERIAL_UNIT,Unit 2/5 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,asset,STORE:V003:7:2,,,V003,5,
ISSUE-00038,REVIEW,MISSING_SERIAL_UNIT,Unit 3/5 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,asset,STORE:V003:7:3,,,V003,5,
ISSUE-00039,REVIEW,MISSING_SERIAL_UNIT,Unit 4/5 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,asset,STORE:V003:7:4,,,V003,5,
ISSUE-00040,REVIEW,MISSING_SERIAL_UNIT,Unit 5/5 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=7,asset,STORE:V003:7:5,,,V003,5,
ISSUE-00041,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=8,asset,STORE:V003:8:2,,,V003,2,
ISSUE-00042,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=12,asset,STORE:V003:12:2,,,V003,3,
ISSUE-00043,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=12,asset,STORE:V003:12:3,,,V003,3,
ISSUE-00044,REVIEW,MISSING_SERIAL_UNIT,Unit 1/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=13,asset,STORE:V003:13:1,,,V003,3,
ISSUE-00045,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=13,asset,STORE:V003:13:2,,,V003,3,
ISSUE-00046,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=13,asset,STORE:V003:13:3,,,V003,3,
ISSUE-00047,REVIEW,MISSING_SERIAL_UNIT,Unit 1/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=14,asset,STORE:V003:14:1,,,V003,3,
ISSUE-00048,REVIEW,MISSING_SERIAL_UNIT,Unit 2/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=14,asset,STORE:V003:14:2,,,V003,3,
ISSUE-00049,REVIEW,MISSING_SERIAL_UNIT,Unit 3/3 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=14,asset,STORE:V003:14:3,,,V003,3,
ISSUE-00050,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=15,asset,STORE:V003:15:2,,,V003,2,
ISSUE-00051,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=16,asset,STORE:V003:16:2,,,V003,2,
ISSUE-00052,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=17,asset,STORE:V003:17:2,,,V003,2,
ISSUE-00053,REVIEW,MISSING_SERIAL_UNIT,Unit 2/2 has no serial number,Audit 2026 device/Data store/Audit/V003.xlsx#V003!row=18,asset,STORE:V003:18:2,,,V003,2,
ISSUE-00054,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=3,source,,,,,,
ISSUE-00055,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=4,source,,,,,,
ISSUE-00056,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=8,source,,,,,,
ISSUE-00057,REVIEW,DUPLICATE_SOURCE_SHEET_ROW,Same inventory row repeated in another sheet of the workbook,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=15,source,,,,,,
ISSUE-00058,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=3,asset,STORE:VA01:3:1,,,VA01,1,
ISSUE-00059,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA01.xlsx#VA01!row=4,asset,STORE:VA01:4:1,,,VA01,1,
ISSUE-00060,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA01.xlsx#Sheet1!row=12,asset,STORE:VA01:12:1,,,VA01,1,
ISSUE-00061,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=3,asset,STORE:VA03:3:1,,,VA03,1,
ISSUE-00062,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA03.xlsx#VA03!row=4,asset,STORE:VA03:4:1,,,VA03,1,
ISSUE-00063,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=3,asset,STORE:VA04:3:1,,,VA04,1,
ISSUE-00064,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=4,asset,STORE:VA04:4:1,,,VA04,1,
ISSUE-00065,REVIEW,MISSING_SERIAL_UNIT,Unit 1/1 has no serial number,Audit 2026 device/Data store/Audit/VA04.xlsx#VA04!row=7,asset,STORE:VA04:7:1,,,VA04,1,
